garage_id,address,lat,lng,rate_per_half_hour,carpark_type_str,capacity,start_date_time,start_date,start_time,end_date_time,end_date,end_time,duration_type,parking_type,cust_id,cell
GP0163,351 Keele Street,43.664581,-79.463993,$1.50,Surface,77,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000491,4164259642
GP0066,146 Harrison Street,43.650423,-79.424404,$1.50,Surface,79,2020-02-12 16:00,2020-02-12,16:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000492,4167516487
GP0218,74 Clinton Street,43.656159,-79.41448,$1.50,Garage,79,2020-02-12 12:00,2020-02-12,12:00,2020-02-12 17:00,2020-02-12,17:00,short-term,public,ACA000493,4169290344
GP0059,14 Arundel Avenue,43.678456,-79.351223,$1.50,Surface,83,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000494,4165940231
GP0022,100 Cooperage Street,43.65357281,-79.35721381,$1.50,Garage,86,2020-02-12 13:00,2020-02-12,13:00,2020-02-12 15:00,2020-02-12,15:00,short-term,public,ACA000495,4169790491
GP0136,265 Willard Avenue,43.650431,-79.481771,$1.50,Surface,88,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000496,4166863339
GP0127,246 Brooke Avenue,43.733158,-79.420295,$1.50,Surface,97,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000497,4164474612
GP0158,34 Hanna Avenue,43.638242,-79.419812,$2.00,Surface,184,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000498,9052292407
GP0189,51 Dockside Dr. ,43.64382134,-79.36586784,$2.00,Garage,307,2020-02-12 13:00,2020-02-12,13:00,2020-02-12 15:00,2020-02-12,15:00,short-term,public,ACA000499,4169258619
GP0134,265 Armadale Avenue,43.650283,-79.483039,$1.50,Surface,148,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000500,4164866033
GP0050,125 Burnaby Blvd,43.704445,-79.412076,$1.50,Surface,154,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000501,4167032873
GP0135,265 Durie Street,43.650881,-79.479014,$1.50,Surface,155,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000502,9059941957
GP0015,1 Brimley Road (Bluffer's Park),43.712603,-79.230051,$1.50,Surface,168,2020-02-12 6:00,2020-02-12,6:00,2020-02-14 18:00,2020-02-14,18:00,long-term,public,ACA000503,9058920095
GP0171,3950 Keele Street,43.7655225,-79.491758,$1.50,Surface,335,2020-02-12 11:00,2020-02-12,11:00,2020-02-12 18:00,2020-02-12,18:00,short-term,public,ACA000504,4164893487
GP0241,95 Beecroft Road,43.763594,-79.414051,$2.00,Garage,387,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000505,4169689016
GP0213,716 Pape Avenue,43.679713,-79.345375,$1.75,Surface,70,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000506,4164454282
GP0178,405 Sherbourne Street,43.66452,-79.373502,$1.75,Surface,110,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000507,9052954772
GP0221,75 Holly Street,43.706469,-79.396348,$2.00,Garage,460,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000508,4166865790
GP0184,4576 Yonge Street,43.756023,-79.410403,$2.00,Surface,17,2020-02-12 19:00,2020-02-12,19:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000509,4164614773
GP0126,242 Danforth Avenue,43.67705162,-79.35487253,$2.00,Surface,19,2020-02-12 11:00,2020-02-12,11:00,2020-02-12 17:00,2020-02-12,17:00,short-term,public,ACA000510,9058342394
GP0144,292 Brunswick Avenue,43.66536897,-79.40763613,$2.00,Surface,19,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000511,9053710187
GP0152,31A Parliament Street,43.649553,-79.361694,$2.25,Surface,230,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000512,4164823209
GP0181,44 Parliament Street,43.650361,-79.362445,$2.50,Surface,120,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000513,9057321972
GP0208,7 Monkton Avenue,43.644336,-79.521886,$2.00,Surface,25,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000514,9053579549
GP0085,1670 Bayview Ave,43.7074,-79.376543,$2.00,Surface,33,2020-02-12 13:00,2020-02-12,13:00,2020-02-12 16:00,2020-02-12,16:00,short-term,public,ACA000515,9056885463
GP0188,51 Aberdeen Avenue,43.664703,-79.36905,$2.00,Surface,35,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000516,9053548079
GP0021,10 Portland Street,43.641635,-79.399159,$2.00,Garage,37,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000517,4166868608
GP0072,1501 Yonge Street,43.68926039,-79.39426911,$2.00,Surface,37,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000518,4164490988
GP0139,2700 Eglinton Avenue West,43.690792,-79.478585,$2.00,Surface,38,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000519,4164840307
GP0234,9 Madison Ave.,43.667558,-79.4028,$2.00,Surface,38,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000520,4166862482
GP0220,"745 Ossington Avenue, 16 Carling Avenue",43.662431,-79.425648,$2.00,Surface,45,2020-02-12 11:00,2020-02-12,11:00,2020-02-12 18:00,2020-02-12,18:00,short-term,public,ACA000521,4169682452
GP0196,6 Sherwood Avenue,43.713751,-79.399213,$2.00,Surface,46,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000522,4166988945
GP0203,675 Manning Avenue,43.664651,-79.416014,$2.00,Surface,49,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000523,9056854379
GP0226,803 Richmond Street West,43.644546,-79.410778,$2.00,Surface,49,2020-02-12 11:00,2020-02-12,11:00,2020-02-12 17:00,2020-02-12,17:00,short-term,public,ACA000524,4168618481
GP0215,730 Mt. Pleasant Road,43.706702,-79.38975,$2.00,Garage,53,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000525,9053539890
GP0192,557 Palmerston Avenue,43.665039,-79.413579,$2.00,Surface,55,2020-02-12 16:00,2020-02-12,16:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000526,9057354160
GP0030,11 Finch Avenue West,43.779321,-79.416572,$2.00,Surface,62,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000527,9058949543
GP0053,13 Isabella Street,43.667577,-79.384707,$3.00,Surface,33,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000528,4169790379
GP0116,2170 Bayview avenue,43.723875,-79.379571,$2.00,Surface,69,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000529,4164250504
GP0093,185 Queens Quay East,43.64434399,-79.36625707,$2.00,Surface,83,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000530,4166011990
GP0162,35 Erindale Avenue,43.677316,-79.357467,$2.00,Surface,93,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000531,4169642647
GP0142,284 Milner Avenue,43.789429,-79.238387,$2.00,Surface,103,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000532,9059378093
GP0138,2700 Eglinton Avenue West,43.690203,-79.477919,$2.00,Surface,109,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000533,9053589030
GP0067,15 Denison Avenue,43.648412,-79.400307,$2.00,Surface,120,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000534,4164832380
GP0165,365 Lippincott Street,43.665054,-79.409662,$2.00,Surface,144,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000535,4168635121
GP0092,180 Beecroft Road,43.767569,-79.416143,$2.00,Surface,173,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000536,4167510179
GP0190,545 Lake Shore Boulevard West,43.6364562,-79.3986913,$3.00,Surface,110,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000537,4167511707
GP0158,34 Hanna Avenue,43.638242,-79.419812,$2.00,Surface,184,2020-02-12 12:00,2020-02-12,12:00,2020-02-12 17:00,2020-02-12,17:00,short-term,public,ACA000538,4164235630
GP0040,1155 King Street West,43.637863,-79.424011,$2.00,Surface,269,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 20:00,2020-02-12,20:00,short-term,public,ACA000539,4162140671
GP0189,51 Dockside Dr. ,43.64382134,-79.36586784,$2.00,Garage,307,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000540,4164859056
GP0241,95 Beecroft Road,43.763594,-79.414051,$2.00,Garage,387,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000541,4169449920
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,short-term,public,ACA000542,4165069083
GP0221,75 Holly Street,43.706469,-79.396348,$2.00,Garage,460,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000543,4164861988
GP0210,70 Distillery Lane,43.65012,-79.357531,$2.25,Garage,103,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000544,4167515433
GP0152,31A Parliament Street,43.649553,-79.361694,$2.25,Surface,230,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000545,9058712375
GP0230,87 Richmond Street East,43.652464,-79.374326,$2.50,Surface,20,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000546,9057343398
GP0101,20 Castlefield Avenue,43.711828,-79.400082,$3.00,Surface,163,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000547,4169689486
GP0216,7332 Jane St,43.7822568,-79.521934,$2.50,Surface,53,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000548,9059374152
GP0103,20 Delisle Avenue,43.689,-79.395586,$3.00,Garage,238,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000549,4169790201
GP0140,271 Front Street East,43.651254,-79.362971,$2.50,Surface,83,2020-02-12 13:00,2020-02-12,13:00,2020-02-12 17:00,2020-02-12,17:00,short-term,public,ACA000550,9053575593
GP0161,35 Bellevue Avenue,43.654184,-79.403176,$2.50,Surface,91,2020-02-12 11:00,2020-02-12,11:00,2020-02-12 16:00,2020-02-12,16:00,short-term,public,ACA000551,4169790106
GP0181,44 Parliament Street,43.650361,-79.362445,$2.50,Surface,120,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000552,9052950983
GP0219,74 Yorkville Avenue,43.670936,-79.392222,$3.50,Garage,172,2020-02-12 13:00,2020-02-12,13:00,2020-02-12 15:00,2020-02-12,15:00,short-term,public,ACA000553,4164821858
GP0155,323 Richmond Street East,43.653381,-79.368582,$2.50,Garage,258,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000554,4166911954
GP0108,20 St. Andrew Street (Kensington Garage),43.654303,-79.400079,$2.50,Garage,450,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000555,9053566557
GP0102,20 Charles Street East,43.6692822,-79.38528946,$2.50,Garage,641,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000556,9056855261
GP0099,2 Church Street (St. Lawrence Garage),43.64644,-79.373066,$2.50,Garage,2008,2020-02-12 12:00,2020-02-12,12:00,2020-02-12 17:00,2020-02-12,17:00,short-term,public,ACA000557,4165979654
GP0053,13 Isabella Street,43.667577,-79.384707,$3.00,Surface,33,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000558,4166152168
GP0112,205 McCaul Street,43.657231,-79.392475,$3.00,Surface,38,2020-02-12 18:00,2020-02-12,18:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000559,4167556964
GP0190,545 Lake Shore Boulevard West,43.6364562,-79.3986913,$3.00,Surface,110,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000560,4164844870
GP0071,15 Wellesley Street East,43.664837,-79.383591,$3.00,Surface,135,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000561,4166863348
GP0101,20 Castlefield Avenue,43.711828,-79.400082,$3.00,Surface,163,2020-02-12 19:00,2020-02-12,19:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000562,4162856035
GP0103,20 Delisle Avenue,43.689,-79.395586,$3.00,Garage,238,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000563,9057349118
GP0104,20 Dundas Square,43.656004,-79.379933,$3.00,Garage,253,2020-02-12 12:00,2020-02-12,12:00,2020-02-12 18:00,2020-02-12,18:00,short-term,public,ACA000564,4164836417
GP0231,9 Bedford Road ,43.66895846,-79.39712002,$3.00,Garage,399,2020-02-12 13:00,2020-02-12,13:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000565,4164652102
GP0115,21 Pleasant Blvd.,43.687092,-79.39285,$3.00,Garage,557,2020-02-12 14:00,2020-02-12,14:00,2020-02-12 19:00,2020-02-12,19:00,short-term,public,ACA000566,4166998434
GP0028,105 Spadina Avenue,43.64668,-79.395233,$3.50,Surface,14,2020-02-12 18:00,2020-02-12,18:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000567,9056882415
GP0164,363 Adelaide Street West,43.646712,-79.39491,$3.50,Surface,23,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 20:00,2020-02-12,20:00,short-term,public,ACA000568,4164864935
GP0219,74 Yorkville Avenue,43.670936,-79.392222,$3.50,Garage,172,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000569,4167559631
GP0098,197 Blantyre Avenue,43.68177,-79.281496,$1.00,Surface,83,2020-02-12 13:00,2020-02-12,13:00,2020-02-12 15:00,2020-02-12,15:00,long-term,public,ACA000570,4162850032
GP0166,37 Queen Street East,43.652705,-79.377218,$3.50,Garage,620,2020-02-12 15:00,2020-02-12,15:00,2020-02-12 21:00,2020-02-12,21:00,short-term,public,ACA000571,4166989088
GP0054,130 Elizabeth Street - Toronto Coach Terminal,43.65563166,-79.38578546,$4.00,Surface,27,2020-02-12 17:00,2020-02-12,17:00,2020-02-13 6:00,2020-02-13,6:00,short-term,public,ACA000572,4166908008
GP0176,40 York Street,43.6455358,-79.3827237,$4.00,Garage,312,2020-02-12 16:00,2020-02-12,16:00,2020-02-12 20:00,2020-02-12,20:00,short-term,public,ACA000573,9059374419
GP0156,3239 Lake Shore Boulevard West,43.59698758,-79.52170886,$1.00,Surface,22,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000574,4167631915
GP0150,31 Blackthorn Ave,43.6754575,-79.4582834,$1.00,Surface,37,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000575,9053589997
GP0062,140 Fifth Street,43.60169,-79.503422,$1.00,Surface,53,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000576,9056844380
GP0049,120 Sixth Street,43.600152,-79.50399,$1.00,Surface,54,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000577,9059340421
GP0098,197 Blantyre Avenue,43.68177,-79.281496,$1.00,Surface,83,2020-02-14 18:00,2020-02-14,18:00,2020-02-23 18:00,2020-02-23,18:00,long-term,public,ACA000578,9056848344
GP0114,2054 Dufferin Street,43.686611,-79.446806,$1.00,Surface,94,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000579,4163220649
GP0017,1 Shortt Street,43.695951,-79.451795,$1.00,Surface,130,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000580,4164850290
GP0154,3220 Bloor Street West,43.645959,-79.518067,$1.50,Surface,69,2020-02-14 18:00,2020-02-14,18:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000581,4169646681
GP0027,1030 King Street West,43.6419075,-79.41623655,$1.50,Garage,152,2020-02-14 18:00,2020-02-14,18:00,2020-02-23 18:00,2020-02-23,18:00,long-term,public,ACA000582,4164108576
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000583,4166918479
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000583,4166918479
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000584,9056885829
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000584,9056885829
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000585,4169328392
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000585,4169328392
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000586,4164451415
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000586,4164451415
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000587,4165069527
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000587,4165069527
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000588,9057017017
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000588,9057017017
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000589,4164473112
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000589,4164473112
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000590,4167520957
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000590,4167520957
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000591,4166075626
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000591,4166075626
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000592,4169201611
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000592,4169201611
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000593,9056823671
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000593,9056823671
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000594,2892963057
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000594,2892963057
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000595,4166998404
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000595,4166998404
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000596,4167512919
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000596,4167512919
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000597,9059373594
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000597,9059373594
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000598,4164082220
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000598,4164082220
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000599,4164455699
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000599,4164455699
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000600,9056828741
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000600,9056828741
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000601,9056469594
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000601,9056469594
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-13 17:00,2020-02-13,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000602,4165940077
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000602,4165940077
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-14 17:00,2020-02-14,17:00,2020-02-16 18:00,2020-02-16,18:00,long-term,public,ACA000603,4164471254
GP0034,110 Queen Street West (Nathan Phillips Square Garage),43.651696,-79.383699,$3.50,Garage,2027,2020-02-12 17:00,2020-02-12,17:00,2020-02-12 21:00,2020-02-12,21:00,long-term,public,ACA000603,4164471254
